Sec,RollNo,Dept,Aptitude_Score,Mock_Interview_Score,Problems_Solved,Hackathon_Count,Technical_Test_Score,Resume_Score,Projects_Count,Placement_Probabilities,Placement_Readiness
B,21CS4965,ECE,90,79,301,3,48,84,7,68.82,Not Ready
A,21ME4966,ME,98,43,272,0,65,78,6,60.38,Not Ready
C,21EE4967,ECE,42,82,172,2,45,63,3,48.6,Not Ready
A,21ME4968,CSE,54,94,493,3,60,75,3,70.69,Ready
B,21EC4969,CSE,81,43,246,0,41,59,7,51.06,Not Ready
A,21EC4970,EEE,52,49,1,2,71,47,7,41.96,Not Ready
C,21ME4971,ECE,66,74,384,1,81,50,5,64.63,Not Ready
A,21EC4972,ECE,72,79,465,7,56,84,4,75.1,Ready
C,21ME4973,CSE,87,85,413,8,53,69,5,76.9,Ready
A,21IT4974,ME,67,85,442,3,44,80,0,65.68,Not Ready
C,21CS4975,EEE,46,73,144,3,52,55,0,45.86,Not Ready
B,21EE4976,CSE,82,76,451,0,59,45,7,67.37,Not Ready
A,21EE4977,ECE,99,90,355,4,41,70,4,71.65,Ready
A,21EE4978,CSE,80,56,284,6,63,67,5,63.84,Not Ready
D,21EC4979,EEE,69,97,301,7,89,92,5,77.92,Ready
A,21EC4980,ME,79,78,82,2,57,50,0,50.23,Not Ready
D,21IT4981,ECE,83,83,328,8,99,68,3,77.84,Ready
C,21IT4982,IT,79,81,249,4,44,77,6,64.01,Not Ready
D,21EC4983,IT,57,78,359,2,71,68,0,60.81,Not Ready
A,21CS4984,CSE,86,79,463,0,81,74,4,73.57,Ready
A,21EC4985,ME,80,72,430,3,47,61,1,64.38,Not Ready
D,21ME4986,IT,69,93,100,5,66,76,3,60.78,Not Ready
C,21EC4987,ECE,92,81,420,3,57,93,5,75.38,Ready
C,21CS4988,CSE,88,74,304,6,69,40,7,69.28,Not Ready
D,21EC4989,ME,49,84,448,9,64,56,4,71.22,Ready
A,21EC4990,IT,93,83,361,5,79,79,3,76.26,Ready
A,21EC4991,ME,57,64,335,4,85,89,6,67,Not Ready
C,21IT4992,ECE,50,86,426,7,60,81,0,68.34,Not Ready
A,21EC4993,EEE,52,62,312,6,76,45,0,57.18,Not Ready
A,21ME4994,EEE,87,50,120,8,75,55,1,57.58,Not Ready
D,21ME4995,CSE,71,56,256,2,56,76,0,53.64,Not Ready
D,21EE4996,IT,41,73,15,5,86,47,2,47.25,Not Ready
B,21IT4997,ECE,65,94,373,1,58,44,0,60.82,Not Ready
D,21CS4998,ME,64,84,6,7,67,64,0,53.29,Not Ready
B,21ME4999,IT,53,86,493,3,45,49,7,66.54,Not Ready
D,21IT5000,ECE,81,93,382,5,96,91,2,79.83,Ready
D,21CS5001,ME,70,65,253,4,51,41,2,54.12,Not Ready
A,21ME5002,IT,89,40,49,1,94,69,2,51.01,Not Ready
B,21CS5003,IT,84,93,244,1,93,70,2,68.36,Not Ready
B,21IT5004,EEE,95,72,89,6,70,90,0,62.46,Not Ready
C,21EE5005,ECE,82,92,257,7,41,75,3,67.6,Not Ready
D,21EE5006,ECE,80,66,382,4,76,64,5,69.4,Not Ready
D,21IT5007,EEE,93,68,142,1,76,57,1,56.6,Not Ready
A,21IT5008,CSE,84,94,417,5,97,78,0,79.63,Ready
A,21EE5009,CSE,70,61,321,4,88,97,6,69.69,Not Ready
B,21EC5010,ME,97,72,189,7,63,56,7,67.78,Not Ready
B,21EC5011,CSE,59,87,172,1,77,81,1,57.36,Not Ready
A,21EC5012,ECE,68,88,212,9,84,53,7,70.96,Ready
C,21CS5013,CSE,88,75,438,8,86,86,1,80.24,Ready
A,21EC5014,ECE,46,86,90,2,53,49,1,45.48,Not Ready
C,21EE5015,IT,84,92,103,1,48,53,2,54.07,Not Ready
A,21EC5016,CSE,50,59,124,8,66,44,5,52.18,Not Ready
A,21ME5017,CSE,94,96,495,2,41,98,2,77,Ready
C,21EE5018,ECE,80,43,493,6,63,61,1,66.49,Not Ready
C,21EE5019,CSE,59,56,204,5,55,70,7,55.78,Not Ready
C,21EC5020,IT,88,74,474,1,65,92,6,75.06,Ready
D,21EE5021,ME,96,89,122,9,43,94,2,67.98,Not Ready
D,21ME5022,ME,46,42,16,2,61,41,6,37.24,Not Ready
C,21CS5023,CSE,77,89,474,4,54,51,3,71.24,Ready
D,21IT5024,ME,56,82,363,6,57,49,4,64.07,Not Ready
C,21IT5025,ME,45,54,196,1,60,42,1,42.46,Not Ready
C,21ME5026,ME,74,96,305,6,93,58,6,75.7,Ready
C,21ME5027,ECE,52,75,439,2,58,59,3,61.43,Not Ready
B,21IT5028,EEE,69,88,49,7,61,46,6,57.86,Not Ready
A,21IT5029,IT,90,43,224,3,74,61,1,56.39,Not Ready
C,21EE5030,EEE,60,82,268,8,94,96,6,74.57,Ready
D,21IT5031,ME,69,99,49,0,95,50,0,54.81,Not Ready
D,21CS5032,CSE,50,57,129,3,80,50,6,50.31,Not Ready
D,21EE5033,ECE,67,63,182,9,56,67,4,59.88,Not Ready
B,21EC5034,EEE,90,78,343,4,80,87,0,72.02,Ready
A,21IT5035,ECE,73,55,477,3,64,60,5,66.4,Not Ready
D,21ME5036,CSE,82,70,93,7,69,61,6,61.32,Not Ready
A,21CS5037,IT,50,77,165,8,43,46,7,55.42,Not Ready
A,21EE5038,ECE,69,99,255,9,53,64,1,67.78,Not Ready
B,21CS5039,IT,50,77,197,4,66,45,5,54.8,Not Ready
B,21EC5040,ME,55,91,87,9,92,43,1,60.4,Not Ready
A,21EE5041,ME,94,81,186,6,51,79,2,65.24,Not Ready
B,21IT5042,ME,57,48,196,2,91,65,1,51.62,Not Ready
B,21EC5043,ME,69,83,156,7,78,79,0,63.24,Not Ready
C,21ME5044,IT,56,59,92,6,98,45,6,55.63,Not Ready
D,21CS5045,EEE,96,69,345,5,76,71,6,74.05,Ready
B,21CS5046,ME,52,53,347,8,72,88,4,64.98,Not Ready
A,21CS5047,ME,68,64,450,4,78,70,0,67.1,Not Ready
A,21EE5048,EEE,44,93,443,4,66,44,6,67.17,Not Ready
B,21CS5049,EEE,46,69,289,1,56,45,2,49.71,Not Ready
B,21CS5050,ME,85,50,61,7,51,51,0,49.19,Not Ready
A,21IT5051,CSE,95,63,351,0,70,50,0,61.14,Not Ready
D,21IT5052,EEE,90,48,305,8,52,47,0,60.3,Not Ready
A,21IT5053,ECE,89,47,195,6,63,40,4,56.95,Not Ready
B,21IT5054,IT,84,47,387,3,57,76,2,62.08,Not Ready
B,21IT5055,ME,82,56,178,5,92,71,1,61.24,Not Ready
C,21EC5056,ME,70,68,7,4,70,88,0,51.18,Not Ready
A,21EC5057,ECE,59,73,391,4,69,54,0,61.79,Not Ready
B,21CS5058,CSE,58,57,430,6,80,48,5,66.12,Not Ready
D,21IT5059,CSE,74,64,116,7,92,59,1,59.56,Not Ready
B,21CS5060,EEE,69,40,278,5,78,73,6,60.67,Not Ready
B,21EC5061,IT,54,74,9,3,89,66,2,50.16,Not Ready
A,21CS5062,ME,54,71,254,5,67,45,3,56.58,Not Ready
C,21ME5063,ME,84,71,203,5,71,90,7,68.15,Not Ready
D,21EE5064,ECE,98,50,164,0,85,54,1,54.94,Not Ready
B,21EC5065,ME,42,63,424,7,68,57,5,63.98,Not Ready
C,21EC5066,ECE,98,93,459,4,56,89,0,77.86,Ready
A,21ME5067,EEE,41,84,494,5,61,52,3,65.98,Not Ready
D,21EE5068,CSE,47,63,216,2,67,64,4,51.59,Not Ready
D,21IT5069,ECE,89,49,393,3,96,62,2,68.17,Not Ready
C,21EE5070,CSE,74,53,492,6,68,90,1,70.9,Ready
C,21ME5071,ME,64,88,319,9,85,88,1,74.33,Ready
C,21EE5072,IT,71,45,438,1,80,88,4,65.02,Not Ready
A,21ME5073,ME,85,81,486,3,70,40,2,71.39,Ready
A,21ME5074,CSE,41,54,384,9,91,86,0,65.61,Not Ready
D,21IT5075,CSE,76,50,324,6,62,72,5,63.78,Not Ready
D,21IT5076,ME,45,92,195,6,74,75,6,63.55,Not Ready
B,21EE5077,IT,76,69,153,5,51,63,3,55.94,Not Ready
B,21IT5078,ME,49,94,499,7,56,56,4,72.06,Ready
B,21EC5079,ME,95,67,236,3,92,82,5,69.96,Not Ready
C,21EE5080,CSE,47,76,87,8,63,94,5,58.06,Not Ready
C,21CS5081,CSE,94,55,232,7,50,68,7,64.76,Not Ready
C,21EE5082,ECE,43,57,110,3,60,81,0,44.5,Not Ready
A,21EC5083,CSE,57,97,207,8,64,55,3,64.06,Not Ready
B,21CS5084,IT,74,80,297,4,67,83,0,65.03,Not Ready
D,21EE5085,ME,82,68,205,6,59,90,6,65.8,Not Ready
A,21ME5086,CSE,64,43,456,8,73,77,2,67.54,Not Ready
C,21ME5087,IT,87,71,69,3,79,89,2,59.36,Not Ready
D,21CS5088,IT,70,94,437,9,70,98,7,83.96,Ready
B,21CS5089,ME,76,90,315,5,49,56,2,65,Not Ready
A,21IT5090,EEE,80,78,368,2,70,47,1,64.15,Not Ready
D,21EE5091,ECE,71,75,176,8,67,80,0,62.29,Not Ready
D,21EC5092,EEE,49,81,46,9,61,85,2,55.74,Not Ready
B,21CS5093,EEE,83,82,64,5,85,65,1,60.44,Not Ready
B,21CS5094,ECE,56,85,227,0,55,67,4,54.73,Not Ready
B,21IT5095,IT,58,58,279,4,94,57,3,60.04,Not Ready
C,21EE5096,ME,62,41,493,3,98,92,4,69.72,Not Ready
C,21IT5097,IT,49,90,76,0,74,92,6,54.89,Not Ready
B,21CS5098,IT,69,85,96,8,73,50,5,61.72,Not Ready
D,21ME5099,ME,43,75,263,6,50,77,0,55.32,Not Ready
C,21CS5100,CSE,44,89,317,3,53,91,2,60.58,Not Ready
D,21IT5101,ME,49,81,346,5,74,52,6,64.89,Not Ready
A,21EC5102,ECE,93,95,24,2,62,47,1,55.18,Not Ready
A,21EE5103,ECE,56,90,117,9,79,88,6,67.28,Not Ready
A,21IT5104,ECE,66,47,353,9,88,91,3,69.9,Not Ready
C,21EC5105,IT,71,58,220,9,84,40,2,61.45,Not Ready
B,21ME5106,CSE,47,76,345,0,71,47,3,55.63,Not Ready
A,21EC5107,IT,64,70,63,0,74,42,4,47.12,Not Ready
A,21EC5108,EEE,57,64,19,7,55,67,5,50.04,Not Ready
D,21EE5109,ME,78,69,55,4,59,50,1,50.08,Not Ready
C,21EE5110,IT,41,76,397,2,99,69,6,66.78,Not Ready
C,21EC5111,EEE,77,94,39,7,71,88,3,64.09,Not Ready
D,21IT5112,ECE,67,84,22,2,57,56,2,48.48,Not Ready
C,21CS5113,ME,76,89,211,0,97,77,2,64.94,Not Ready
D,21CS5114,EEE,46,40,359,8,94,95,6,66.91,Not Ready
B,21IT5115,ME,98,62,260,6,79,40,0,64.25,Not Ready
D,21ME5116,IT,53,54,139,5,93,64,1,52.94,Not Ready
B,21IT5117,ME,45,62,404,4,91,83,5,66.64,Not Ready
C,21CS5118,IT,88,56,113,4,62,43,4,53.42,Not Ready
A,21EE5119,ME,95,96,158,8,41,97,3,70.24,Ready
C,21EE5120,EEE,64,66,226,5,50,62,5,56.86,Not Ready
A,21EE5121,ECE,46,78,321,9,73,82,1,66.42,Not Ready
C,21EE5122,ECE,86,83,16,5,60,77,0,56.14,Not Ready
D,21EE5123,EEE,82,76,319,7,69,69,2,69.86,Not Ready
D,21EC5124,EEE,89,51,490,0,46,66,6,64.85,Not Ready
B,21ME5125,ECE,94,94,485,6,61,90,4,83.65,Ready
D,21EE5126,ME,57,80,427,1,91,40,3,65,Not Ready
A,21ME5127,ME,90,43,295,9,51,91,0,64.15,Not Ready
D,21ME5128,IT,53,60,128,0,78,46,5,47.14,Not Ready
B,21EC5129,IT,78,97,74,7,74,59,0,61.96,Not Ready
A,21ME5130,EEE,45,98,118,4,90,98,0,60.62,Not Ready
A,21IT5131,IT,80,51,320,5,43,75,2,59.2,Not Ready
C,21CS5132,ME,46,85,292,9,64,55,5,65.1,Not Ready
A,21EE5133,IT,60,41,100,6,45,54,3,44.22,Not Ready
D,21EE5134,ECE,91,78,178,3,71,55,2,61.32,Not Ready
C,21EE5135,CSE,68,66,19,1,91,66,0,48.81,Not Ready
B,21EC5136,ECE,85,57,495,9,47,54,5,72.78,Ready
C,21CS5137,CSE,69,44,52,5,48,51,4,44.48,Not Ready
B,21EE5138,EEE,89,92,353,7,94,91,0,80.52,Ready
B,21CS5139,ECE,71,76,221,6,98,58,1,65.36,Not Ready
C,21IT5140,ECE,96,95,366,6,94,79,0,80.84,Ready
A,21IT5141,ECE,81,44,438,5,67,78,5,68.49,Not Ready
D,21EE5142,ECE,77,62,232,4,74,55,5,60.8,Not Ready
B,21EE5143,ECE,67,44,133,4,56,55,4,47.92,Not Ready
A,21IT5144,ECE,96,56,55,2,43,79,1,49.58,Not Ready
B,21IT5145,CSE,40,48,492,4,69,44,7,60.4,Not Ready
D,21CS5146,IT,82,95,342,9,62,63,3,75.56,Ready
B,21IT5147,ECE,61,40,11,5,76,76,1,45.27,Not Ready
B,21EE5148,ECE,80,47,317,8,52,49,0,58.78,Not Ready
C,21IT5149,ME,51,55,344,7,54,63,4,58.86,Not Ready
C,21CS5150,ME,45,40,146,7,56,80,5,49.36,Not Ready
B,21ME5151,ME,81,78,396,4,98,41,6,74.19,Ready
D,21ME5152,CSE,50,60,300,9,86,61,7,66.38,Not Ready
C,21CS5153,ME,74,77,7,5,72,84,1,55.3,Not Ready
C,21CS5154,CSE,64,67,322,5,74,73,3,64.36,Not Ready
B,21EE5155,CSE,51,93,204,5,48,85,6,61.41,Not Ready
B,21IT5156,EEE,74,61,43,6,65,76,0,52.07,Not Ready
D,21IT5157,IT,71,54,30,9,77,85,6,59,Not Ready
C,21IT5158,IT,44,96,484,9,48,75,7,75.44,Ready
C,21IT5159,IT,67,76,297,3,67,71,0,60.63,Not Ready
B,21EE5160,ECE,79,52,478,4,42,63,2,63.17,Not Ready
C,21IT5161,ME,60,47,45,8,63,84,4,51.55,Not Ready
B,21EE5162,ECE,65,87,236,8,85,54,5,69.12,Not Ready
A,21CS5163,EEE,42,94,191,6,50,41,0,52.44,Not Ready
B,21CS5164,CSE,41,84,89,3,96,78,2,55.01,Not Ready
B,21ME5165,ME,81,76,267,0,78,45,5,61.4,Not Ready
B,21CS5166,ME,55,63,294,4,49,75,1,54.84,Not Ready
A,21ME5167,CSE,59,99,157,4,65,88,5,63.56,Not Ready
B,21EC5168,ME,86,75,55,5,99,56,0,59.85,Not Ready
B,21EC5169,IT,60,61,298,3,49,97,3,58.05,Not Ready
B,21EC5170,ECE,72,67,170,9,51,94,0,60.65,Not Ready
A,21EC5171,ME,54,95,93,6,73,66,7,61.44,Not Ready
A,21IT5172,IT,84,58,373,0,86,85,3,66.6,Not Ready
D,21CS5173,EEE,81,51,449,8,92,95,2,76.91,Ready
C,21IT5174,CSE,47,58,314,3,84,54,3,56.44,Not Ready
A,21EE5175,ME,49,86,437,9,83,71,5,76.16,Ready
B,21IT5176,ECE,52,68,360,5,44,78,1,58.42,Not Ready
B,21EC5177,ECE,59,99,214,6,85,98,5,71.84,Ready
D,21EC5178,EEE,96,44,350,6,83,56,2,67.3,Not Ready
C,21IT5179,IT,78,69,364,1,65,77,3,64.28,Not Ready
D,21ME5180,ME,85,68,463,5,68,72,6,75.27,Ready
C,21IT5181,CSE,75,43,291,4,88,45,7,61.32,Not Ready
B,21CS5182,ME,86,80,492,3,80,99,2,79.03,Ready
D,21EE5183,EEE,88,40,406,0,57,65,1,57.52,Not Ready
C,21CS5184,EEE,97,48,248,4,79,82,3,64.84,Not Ready
A,21EE5185,EEE,58,52,342,3,75,48,2,55.98,Not Ready
D,21EE5186,ME,90,60,190,2,82,95,1,62.02,Not Ready
B,21ME5187,IT,75,92,10,4,88,54,4,58.9,Not Ready
D,21EE5188,CSE,48,82,373,0,59,73,2,58.32,Not Ready
B,21IT5189,CSE,78,58,11,2,68,64,5,49.36,Not Ready
A,21EE5190,ME,63,61,457,3,91,43,7,68.4,Not Ready
B,21CS5191,EEE,56,54,386,2,94,60,0,59.54,Not Ready
B,21CS5192,ME,48,73,451,5,71,62,3,65.96,Not Ready
A,21EC5193,CSE,99,95,173,2,46,73,1,62.54,Not Ready
C,21CS5194,ECE,93,64,401,7,74,55,0,71.04,Ready
B,21ME5195,IT,84,69,387,4,68,45,0,64.78,Not Ready
A,21IT5196,ME,91,49,389,2,75,54,4,64.71,Not Ready
A,21CS5197,IT,64,81,52,5,52,65,1,51,Not Ready
C,21ME5198,IT,52,59,45,8,59,65,3,49.22,Not Ready
D,21EE5199,EEE,80,92,323,5,73,56,6,72.62,Ready
D,21EE5200,EEE,61,63,51,3,47,62,4,45.59,Not Ready
D,21EC5201,ECE,67,82,310,8,71,98,4,73.15,Ready
C,21EE5202,ME,65,55,318,5,50,81,4,59.82,Not Ready
B,21IT5203,ME,73,59,242,6,69,81,1,61.16,Not Ready
A,21CS5204,CSE,52,56,421,7,61,40,2,59.84,Not Ready
B,21ME5205,ECE,92,41,366,1,56,72,1,58.46,Not Ready
D,21EC5206,EEE,83,63,464,9,82,47,7,78.14,Ready
D,21EE5207,EEE,81,99,136,1,61,99,1,62.11,Not Ready
A,21ME5208,ECE,42,69,131,9,63,99,7,60.16,Not Ready
A,21EE5209,CSE,75,87,382,9,64,97,2,77.23,Ready
B,21CS5210,ME,64,43,2,8,94,96,1,53.8,Not Ready
B,21EC5211,IT,47,90,397,6,45,72,5,66.36,Not Ready
D,21EC5212,CSE,51,84,226,8,99,57,3,66.46,Not Ready
A,21EE5213,CSE,96,54,409,0,99,81,7,73.68,Ready
A,21ME5214,CSE,79,62,37,0,40,72,4,45.38,Not Ready
D,21EC5215,ME,55,95,236,9,67,91,3,69.46,Not Ready
D,21CS5216,ECE,80,93,170,4,70,76,4,66,Not Ready
D,21EE5217,CSE,51,67,210,7,84,45,0,56.1,Not Ready
D,21ME5218,EEE,74,90,120,2,62,73,5,59.32,Not Ready
B,21EC5219,ECE,73,83,97,5,75,93,7,65.01,Not Ready
C,21ME5220,CSE,78,64,470,8,85,52,3,75.03,Ready
D,21EE5221,ECE,88,68,114,2,98,42,0,56.66,Not Ready
A,21EE5222,CSE,44,59,340,3,92,44,4,57.9,Not Ready
C,21EE5223,EEE,52,71,123,1,46,82,0,45.62,Not Ready
D,21CS5224,ECE,74,65,443,7,65,89,4,73.67,Ready
B,21CS5225,IT,68,98,11,5,43,77,6,56.54,Not Ready
D,21EC5226,EEE,85,90,312,3,90,68,7,75.16,Ready
D,21EC5227,ECE,53,42,25,4,73,94,5,47.48,Not Ready
D,21ME5228,ECE,87,69,84,7,76,52,6,61.91,Not Ready
C,21IT5229,CSE,77,89,455,9,52,87,2,78.15,Ready
C,21EC5230,IT,50,91,341,7,45,97,3,67.17,Not Ready
D,21CS5231,ME,74,61,207,8,65,68,3,61.7,Not Ready
A,21CS5232,ME,99,92,235,8,45,64,1,69.38,Not Ready
A,21IT5233,EEE,75,60,329,6,66,81,5,67.28,Not Ready
D,21IT5234,ECE,45,59,257,5,63,68,0,52.33,Not Ready
C,21IT5235,ME,63,74,263,4,96,60,5,65.44,Not Ready
A,21CS5236,CSE,90,62,238,3,79,70,7,66.15,Not Ready
C,21ME5237,ECE,65,47,41,4,59,73,6,47.94,Not Ready
C,21CS5238,CSE,62,92,114,2,46,95,2,55.01,Not Ready
D,21ME5239,CSE,70,65,126,7,98,66,2,61.59,Not Ready
D,21EC5240,CSE,66,50,212,5,69,50,3,53.91,Not Ready
D,21CS5241,EEE,91,92,230,3,79,87,3,71.23,Ready
D,21IT5242,EEE,85,88,133,3,73,63,4,62.67,Not Ready
B,21ME5243,EEE,74,90,336,7,92,75,3,76.41,Ready
C,21IT5244,EEE,63,79,441,4,73,61,0,67.09,Not Ready
B,21IT5245,IT,90,62,469,4,41,47,1,64.63,Not Ready
A,21CS5246,ECE,88,58,282,0,78,84,1,61.21,Not Ready
C,21EE5247,EEE,75,63,64,0,59,94,5,51.54,Not Ready
B,21IT5248,EEE,54,58,483,6,62,82,0,65.22,Not Ready
B,21EE5249,ECE,69,62,193,0,85,77,0,54.37,Not Ready
D,21CS5250,ECE,54,92,457,4,93,69,6,76.08,Ready
D,21ME5251,EEE,59,76,8,0,53,52,7,44.84,Not Ready
B,21EE5252,IT,74,92,11,6,67,43,3,55.86,Not Ready
C,21ME5253,ECE,85,99,465,9,76,84,6,87.95,Ready
A,21EE5254,CSE,94,79,336,0,63,59,0,63.39,Not Ready
C,21IT5255,EEE,73,40,212,1,71,69,7,54,Not Ready
D,21EE5256,EEE,66,68,312,8,93,87,5,73.06,Ready
A,21CS5257,ECE,44,44,106,3,82,85,2,46.89,Not Ready
B,21IT5258,IT,59,98,232,8,63,95,2,68.88,Not Ready
C,21IT5259,ECE,85,82,344,6,44,87,6,72.21,Ready
B,21EC5260,IT,71,58,11,5,70,55,5,50.37,Not Ready
A,21CS5261,ECE,94,46,60,5,92,40,0,53.2,Not Ready
B,21EC5262,ECE,70,73,112,4,66,40,2,52.23,Not Ready
B,21ME5263,EEE,86,78,355,5,43,96,2,69.3,Not Ready
A,21ME5264,CSE,74,76,410,6,65,66,4,71.25,Ready
A,21IT5265,IT,95,69,482,7,75,65,4,79.33,Ready
B,21CS5266,ECE,88,94,241,4,41,48,7,65.37,Not Ready
A,21EE5267,CSE,73,84,256,9,50,48,2,64.19,Not Ready
C,21CS5268,EEE,43,90,183,5,75,73,3,59.34,Not Ready
C,21CS5269,ME,71,79,168,5,55,48,5,57.9,Not Ready
A,21EE5270,EEE,58,96,17,3,65,65,5,53.86,Not Ready
D,21CS5271,ME,88,40,206,7,44,74,3,56.72,Not Ready
C,21ME5272,CSE,69,96,45,0,72,60,7,55.97,Not Ready
B,21CS5273,ME,73,88,417,8,66,77,4,76.98,Ready
A,21ME5274,CSE,63,85,22,6,90,94,2,60.63,Not Ready
D,21ME5275,EEE,55,64,389,2,42,89,2,57.81,Not Ready
C,21EE5276,IT,69,65,470,3,79,65,4,69.45,Not Ready
A,21IT5277,ME,45,89,144,4,88,52,7,59.34,Not Ready
D,21ME5278,ECE,45,61,250,8,42,52,3,52.58,Not Ready
C,21EC5279,CSE,44,41,430,4,44,93,0,54.1,Not Ready
A,21EE5280,ECE,53,72,148,3,55,59,5,51.2,Not Ready
D,21IT5281,ECE,78,48,196,5,44,85,1,53.77,Not Ready
B,21ME5282,ECE,73,97,410,4,80,54,7,76.18,Ready
D,21EC5283,ME,59,48,434,6,65,81,4,65.11,Not Ready
D,21EE5284,ME,91,99,112,3,62,55,1,60.9,Not Ready
B,21CS5285,IT,70,95,323,3,51,94,2,67.22,Not Ready
D,21ME5286,EEE,92,72,93,1,68,59,7,58,Not Ready
A,21CS5287,EEE,43,71,121,3,81,72,2,51.24,Not Ready
C,21EE5288,CSE,69,96,297,1,87,61,4,67.53,Not Ready
C,21ME5289,CSE,52,63,357,4,67,56,4,59.43,Not Ready
A,21EE5290,ECE,59,63,165,7,99,74,6,64,Not Ready
C,21IT5291,ME,55,97,421,5,43,76,7,70.67,Ready
C,21CS5292,ECE,53,55,295,0,60,76,2,51.25,Not Ready
A,21CS5293,ME,74,78,4,3,63,46,0,47.61,Not Ready
D,21EC5294,EEE,60,77,139,4,95,90,2,61.46,Not Ready
C,21EE5295,CSE,67,94,141,2,55,45,7,56.96,Not Ready
B,21EE5296,IT,59,72,90,7,56,44,4,52.1,Not Ready
C,21IT5297,ME,70,94,175,4,76,96,5,67.92,Not Ready
D,21EC5298,CSE,85,72,169,4,47,46,4,56.31,Not Ready
A,21EE5299,EEE,59,81,312,7,46,98,1,64.81,Not Ready
A,21EE5300,EEE,70,86,461,9,96,70,3,81.91,Ready
A,21ME5301,ECE,73,69,49,5,84,87,5,59.78,Not Ready
B,21ME5302,ECE,91,85,72,6,67,43,5,61.56,Not Ready
C,21EE5303,EEE,61,41,6,9,47,78,7,48.86,Not Ready
A,21EC5304,CSE,57,71,398,1,63,43,3,58.14,Not Ready
D,21CS5305,IT,43,70,454,6,87,41,0,63.91,Not Ready
A,21CS5306,ECE,63,65,25,4,61,67,5,49.58,Not Ready
A,21ME5307,EEE,54,75,59,1,73,58,0,45.91,Not Ready
C,21EC5308,EEE,92,58,233,9,44,45,4,61.92,Not Ready
C,21ME5309,CSE,95,71,238,7,66,98,2,70.67,Ready
C,21EE5310,CSE,74,44,290,9,65,84,6,66.1,Not Ready
D,21ME5311,ME,57,46,413,8,46,49,3,58.8,Not Ready
C,21CS5312,ME,77,49,251,8,44,92,6,62.79,Not Ready
C,21EC5313,ECE,42,90,407,5,59,68,0,63.33,Not Ready
C,21CS5314,ECE,62,47,156,4,91,70,7,57.06,Not Ready
A,21ME5315,IT,97,45,334,2,66,97,2,64.61,Not Ready
D,21EC5316,CSE,55,83,356,6,64,67,2,65.39,Not Ready
B,21ME5317,EEE,46,97,9,5,77,78,1,53.94,Not Ready
D,21IT5318,ECE,76,74,309,5,45,86,7,67.09,Not Ready
A,21EE5319,IT,61,67,366,2,49,99,4,61.99,Not Ready
B,21EE5320,ME,51,49,0,3,65,81,3,42.72,Not Ready
D,21EE5321,ECE,51,75,350,5,94,50,5,66.43,Not Ready
A,21EC5322,ME,91,88,495,4,97,50,5,82.28,Ready
A,21ME5323,ECE,86,86,84,8,99,98,1,71.04,Ready
B,21EC5324,ME,46,62,439,6,61,71,7,65.78,Not Ready
A,21CS5325,ME,63,76,1,5,62,81,7,54.62,Not Ready
B,21IT5326,ECE,58,95,252,2,61,84,5,63.36,Not Ready
D,21CS5327,CSE,53,43,327,8,47,43,4,54.13,Not Ready
B,21IT5328,IT,91,59,83,5,66,40,7,56.6,Not Ready
B,21EE5329,ECE,95,99,292,9,99,75,7,86.2,Ready
A,21IT5330,IT,64,60,78,7,65,98,4,56.97,Not Ready
C,21EE5331,EEE,47,56,278,1,64,94,5,54.85,Not Ready
A,21CS5332,IT,95,77,70,5,57,42,2,56.2,Not Ready
A,21IT5333,ME,77,85,226,9,90,60,6,73.69,Ready
D,21CS5334,EEE,74,43,223,7,58,48,2,54.07,Not Ready
B,21CS5335,EEE,43,64,454,0,67,91,2,59.96,Not Ready
D,21IT5336,ME,90,84,195,9,60,93,4,72.4,Ready
D,21EC5337,CSE,58,72,331,2,93,40,6,62.94,Not Ready
B,21IT5338,IT,63,48,145,6,85,90,6,59.5,Not Ready
D,21EE5339,EEE,73,61,327,1,96,95,4,67.28,Not Ready
C,21ME5340,CSE,93,64,90,3,61,62,7,57.72,Not Ready
B,21ME5341,CSE,45,44,374,2,68,55,3,52.34,Not Ready
D,21EC5342,CSE,87,47,118,3,54,90,1,52.24,Not Ready
C,21EC5343,ECE,70,68,486,4,71,72,3,70.76,Ready
A,21CS5344,EEE,65,79,214,6,60,66,5,62.08,Not Ready
B,21EC5345,IT,93,89,420,0,50,55,4,68.7,Not Ready
A,21IT5346,EEE,89,70,436,9,73,40,6,76.94,Ready
D,21EE5347,ECE,43,74,334,6,55,92,6,63.96,Not Ready
C,21EE5348,CSE,48,78,341,7,97,90,1,70.02,Ready
C,21EE5349,EEE,49,76,296,4,96,74,7,67.02,Not Ready
C,21ME5350,IT,64,40,420,1,77,81,0,58.25,Not Ready
A,21CS5351,CSE,89,43,419,5,55,99,0,66.31,Not Ready
C,21CS5352,IT,84,70,423,1,81,53,5,69.3,Not Ready
C,21CS5353,IT,70,77,101,5,68,49,5,56.66,Not Ready
A,21CS5354,EEE,51,91,362,5,75,70,3,68,Not Ready
A,21ME5355,CSE,42,90,60,3,43,83,0,46.55,Not Ready
C,21ME5356,IT,88,50,56,7,98,73,0,58.84,Not Ready
D,21ME5357,EEE,60,98,434,1,81,51,4,69.71,Not Ready
D,21EC5358,ECE,87,56,161,3,88,40,7,59.62,Not Ready
B,21CS5359,IT,51,60,71,6,73,60,5,51.12,Not Ready
